MONTH ,DAY,YEAR,HOUR,TEMPERATURE,PRECIPITATION,STATUS
4,15,2009,900,32°C,0.0 mm,Partly cloudy
4,15,2009,1200,33°C,0.0 mm,Partly cloudy
4,15,2009,1500,31°C,0.2 mm,Patchy rain possible
4,15,2009,1800,26°C,0.2 mm,Patchy rain possible
4,16,2009,600,27°C,0.0 mm,Partly cloudy
4,16,2009,900,31°C,0.0 mm,Clear
4,16,2009,1200,33°C,0.0 mm,Partly cloudy
4,16,2009,1500,31°C,1.2 mm,Heavy rain at times
4,16,2009,1800,27°C,0.1 mm,Patchy rain possible
4,17,2009,600,27°C,0.0 mm,Partly cloudy
4,17,2009,900,30°C,0.0 mm,Clear
4,17,2009,1200,30°C,1.8 mm,Moderate or heavy rain shower
4,17,2009,1500,29°C,2.1 mm,Moderate or heavy rain shower
4,17,2009,1800,26°C,0.2 mm,Patchy rain possible
4,18,2009,600,27°C,0.0 mm,Partly cloudy
4,18,2009,900,29°C,0.0 mm,Clear
4,18,2009,1200,30°C,1.7 mm,Moderate or heavy rain shower
4,18,2009,1500,29°C,0.0 mm,Clear
4,18,2009,1800,27°C,0.0 mm,Partly cloudy
4,19,2009,600,26°C,0.0 mm,Partly cloudy
4,19,2009,900,29°C,0.1 mm,Patchy rain possible
4,19,2009,1200,30°C,0.0 mm,Partly cloudy
4,19,2009,1500,30°C,1.4 mm,Heavy rain at times
4,19,2009,1800,27°C,0.0 mm,Partly cloudy
4,20,2009,600,26°C,0.0 mm,Cloudy
4,20,2009,900,30°C,0.0 mm,Cloudy
4,20,2009,1200,30°C,2.9 mm,Moderate or heavy rain shower
4,20,2009,1500,29°C,2.0 mm,Moderate or heavy rain shower
4,20,2009,1800,27°C,1.2 mm,Heavy rain at times
4,21,2009,600,27°C,0.0 mm,Partly cloudy
4,21,2009,900,29°C,0.0 mm,Partly cloudy
4,21,2009,1200,29°C,5.5 mm,Moderate or heavy rain shower
4,21,2009,1500,28°C,0.3 mm,Patchy rain possible
4,21,2009,1800,26°C,2.4 mm,Moderate or heavy rain shower
4,22,2009,600,26°C,1.5 mm,Moderate or heavy rain shower
4,22,2009,900,27°C,1.0 mm,Heavy rain at times
4,22,2009,1200,27°C,0.6 mm,Moderate rain at times
4,22,2009,1500,27°C,2.0 mm,Moderate or heavy rain shower
4,22,2009,1800,25°C,1.1 mm,Heavy rain at times
4,23,2009,600,26°C,0.5 mm,Moderate rain at times
4,23,2009,900,28°C,0.2 mm,Patchy rain possible
4,23,2009,1200,29°C,0.2 mm,Partly cloudy
4,23,2009,1500,28°C,0.0 mm,Patchy rain possible
4,23,2009,1800,26°C,0.1 mm,Partly cloudy
4,24,2009,600,27°C,0.8 mm,Moderate rain at times
4,24,2009,900,28°C,0.6 mm,Moderate rain at times
4,24,2009,1200,30°C,0.1 mm,Patchy rain possible
4,24,2009,1500,29°C,1.4 mm,Heavy rain at times
4,24,2009,1800,26°C,0.0 mm,Partly cloudy
4,25,2009,600,27°C,0.4 mm,Patchy rain possible
4,25,2009,900,28°C,0.3 mm,Patchy rain possible
4,25,2009,1200,29°C,0.1 mm,Patchy rain possible
4,25,2009,1500,28°C,0.0 mm,Partly cloudy
4,25,2009,1800,26°C,0.6 mm,Moderate rain at times
4,26,2009,600,27°C,0.4 mm,Patchy rain possible
4,26,2009,900,29°C,0.0 mm,Partly cloudy
4,26,2009,1200,29°C,0.1 mm,Patchy rain possible
4,26,2009,1500,28°C,0.1 mm,Patchy rain possible
4,26,2009,1800,26°C,0.0 mm,Cloudy
4,27,2009,600,26°C,0.0 mm,Partly cloudy
4,27,2009,900,28°C,0.0 mm,Partly cloudy
4,27,2009,1200,28°C,0.2 mm,Patchy rain possible
4,27,2009,1500,27°C,0.5 mm,Moderate rain at times
4,27,2009,1800,26°C,0.0 mm,Overcast
4,28,2009,600,26°C,0.0 mm,Overcast
4,28,2009,900,27°C,0.0 mm,Overcast
4,28,2009,1200,27°C,0.0 mm,Overcast
4,28,2009,1500,27°C,0.6 mm,Moderate rain at times
4,28,2009,1800,26°C,0.1 mm,Patchy rain possible
4,29,2009,600,25°C,1.3 mm,Heavy rain at times
4,29,2009,900,26°C,0.9 mm,Moderate rain at times
4,29,2009,1200,27°C,1.2 mm,Heavy rain at times
4,29,2009,1500,25°C,4.0 mm,Moderate or heavy rain shower
4,29,2009,1800,25°C,0.7 mm,Moderate rain at times
4,30,2009,600,26°C,0.0 mm,Overcast
4,30,2009,900,28°C,0.0 mm,Cloudy
4,30,2009,1200,29°C,0.0 mm,Partly cloudy
4,30,2009,1500,27°C,1.1 mm,Heavy rain at times
4,30,2009,1800,25°C,0.6 mm,Moderate rain at times
5,1,2009,600,26°C,1.1 mm,Heavy rain at times
5,1,2009,900,28°C,0.0 mm,Cloudy
5,1,2009,1200,27°C,0.4 mm,Patchy rain possible
5,1,2009,1500,26°C,0.5 mm,Moderate rain at times
5,1,2009,1800,25°C,1.5 mm,Moderate or heavy rain shower
5,2,2009,600,26°C,0.0 mm,Cloudy
5,2,2009,900,28°C,0.0 mm,Partly cloudy
5,2,2009,1200,28°C,0.0 mm,Partly cloudy
5,2,2009,1500,27°C,0.0 mm,Clear
5,2,2009,1800,26°C,0.0 mm,Clear
5,3,2009,600,26°C,0.0 mm,Clear
5,3,2009,900,29°C,0.0 mm,Clear
5,3,2009,1200,29°C,0.0 mm,Clear
5,3,2009,1500,28°C,0.0 mm,Partly cloudy
5,3,2009,1800,26°C,0.0 mm,Clear
5,4,2009,600,26°C,0.1 mm,Patchy rain possible
5,4,2009,900,28°C,0.0 mm,Partly cloudy
5,4,2009,1200,28°C,0.2 mm,Patchy rain possible
5,4,2009,1500,27°C,0.0 mm,Partly cloudy
5,4,2009,1800,25°C,0.9 mm,Moderate rain at times
5,5,2009,600,27°C,0.0 mm,Cloudy
5,5,2009,900,26°C,0.4 mm,Patchy rain possible
5,5,2009,1200,27°C,2.5 mm,Moderate or heavy rain shower
5,5,2009,1500,26°C,0.2 mm,Patchy rain possible
5,5,2009,1800,25°C,0.2 mm,Patchy rain possible
5,6,2009,600,26°C,0.4 mm,Patchy rain possible
5,6,2009,900,27°C,0.2 mm,Patchy rain possible
5,6,2009,1200,29°C,0.3 mm,Patchy rain possible
5,6,2009,1500,27°C,1.0 mm,Heavy rain at times
5,6,2009,1800,25°C,0.1 mm,Patchy rain possible
5,7,2009,600,26°C,0.3 mm,Patchy rain possible
5,7,2009,900,26°C,0.5 mm,Moderate rain at times
5,7,2009,1200,26°C,1.6 mm,Moderate or heavy rain shower
5,7,2009,1500,25°C,0.7 mm,Moderate rain at times
5,7,2009,1800,25°C,2.1 mm,Moderate or heavy rain shower
5,8,2009,600,25°C,1.1 mm,Heavy rain at times
5,8,2009,900,27°C,0.4 mm,Patchy rain possible
5,8,2009,1200,27°C,0.1 mm,Patchy rain possible
5,8,2009,1500,27°C,0.0 mm,Partly cloudy
5,8,2009,1800,26°C,0.0 mm,Partly cloudy
5,9,2009,600,26°C,0.0 mm,Partly cloudy
5,9,2009,900,28°C,0.0 mm,Partly cloudy
5,9,2009,1200,29°C,0.0 mm,Cloudy
5,9,2009,1500,27°C,0.3 mm,Patchy rain possible
5,9,2009,1800,25°C,0.5 mm,Moderate rain at times
5,10,2009,600,26°C,0.0 mm,Partly cloudy
5,10,2009,900,29°C,0.0 mm,Partly cloudy
5,10,2009,1200,29°C,1.4 mm,Heavy rain at times
5,10,2009,1500,29°C,0.0 mm,Partly cloudy
5,10,2009,1800,26°C,0.7 mm,Moderate rain at times
5,11,2009,600,26°C,0.0 mm,Clear
5,11,2009,900,29°C,0.0 mm,Partly cloudy
5,11,2009,1200,31°C,0.0 mm,Clear
5,11,2009,1500,29°C,0.0 mm,Partly cloudy
5,11,2009,1800,26°C,0.0 mm,Partly cloudy
5,12,2009,600,27°C,0.0 mm,Clear
5,12,2009,900,29°C,0.0 mm,Clear
5,12,2009,1200,30°C,0.0 mm,Clear
5,12,2009,1500,29°C,0.2 mm,Patchy rain possible
5,12,2009,1800,27°C,0.2 mm,Patchy rain possible
5,13,2009,600,26°C,0.0 mm,Partly cloudy
5,13,2009,900,29°C,0.0 mm,Partly cloudy
5,13,2009,1200,30°C,0.0 mm,Partly cloudy
5,13,2009,1500,27°C,0.0 mm,Partly cloudy
5,13,2009,1800,26°C,0.0 mm,Partly cloudy
5,14,2009,600,27°C,0.0 mm,Clear
5,14,2009,900,29°C,0.0 mm,Clear
5,14,2009,1200,31°C,0.0 mm,Partly cloudy
5,14,2009,1500,30°C,0.1 mm,Patchy rain possible
5,14,2009,1800,26°C,0.0 mm,Clear
5,15,2009,600,27°C,0.0 mm,Clear
5,15,2009,900,29°C,0.0 mm,Clear
5,15,2009,1200,32°C,0.1 mm,Patchy rain possible
5,15,2009,1500,31°C,0.1 mm,Patchy rain possible
5,15,2009,1800,27°C,0.0 mm,Clear
5,16,2009,600,27°C,0.0 mm,Clear
5,16,2009,900,31°C,0.0 mm,Clear
5,16,2009,1200,31°C,0.0 mm,Clear
5,16,2009,1500,31°C,0.0 mm,Clear
5,16,2009,1800,27°C,0.0 mm,Clear
5,17,2009,600,27°C,0.0 mm,Partly cloudy
5,17,2009,900,31°C,0.0 mm,Partly cloudy
5,17,2009,1200,31°C,0.0 mm,Clear
5,17,2009,1500,30°C,0.0 mm,Clear
5,17,2009,1800,27°C,0.3 mm,Patchy rain possible
5,18,2009,600,27°C,0.0 mm,Clear
5,18,2009,900,30°C,0.0 mm,Clear
5,18,2009,1200,31°C,0.0 mm,Clear
5,18,2009,1500,29°C,0.2 mm,Patchy rain possible
5,18,2009,1800,26°C,0.0 mm,Clear
5,19,2009,600,27°C,0.0 mm,Partly cloudy
5,19,2009,900,29°C,0.1 mm,Patchy rain possible
5,19,2009,1200,29°C,0.0 mm,Partly cloudy
5,19,2009,1500,28°C,1.9 mm,Moderate or heavy rain shower
5,19,2009,1800,26°C,0.0 mm,Clear
5,20,2009,600,26°C,0.0 mm,Cloudy
5,20,2009,900,29°C,0.0 mm,Partly cloudy
5,20,2009,1200,30°C,0.0 mm,Clear
5,20,2009,1500,29°C,0.0 mm,Partly cloudy
5,20,2009,1800,26°C,0.0 mm,Partly cloudy
5,21,2009,600,26°C,0.0 mm,Partly cloudy
5,21,2009,900,30°C,0.0 mm,Partly cloudy
5,21,2009,1200,29°C,0.0 mm,Partly cloudy
5,21,2009,1500,28°C,1.5 mm,Heavy rain at times
5,21,2009,1800,27°C,0.1 mm,Patchy rain possible
5,22,2009,600,26°C,0.0 mm,Clear
5,22,2009,900,29°C,0.0 mm,Clear
5,22,2009,1200,30°C,0.0 mm,Clear
5,22,2009,1500,30°C,0.2 mm,Patchy rain possible
5,22,2009,1800,26°C,0.3 mm,Patchy rain possible
5,23,2009,600,27°C,0.0 mm,Clear
5,23,2009,900,30°C,0.0 mm,Clear
5,23,2009,1200,30°C,0.0 mm,Clear
5,23,2009,1500,30°C,0.2 mm,Patchy rain possible
5,23,2009,1800,27°C,0.0 mm,Clear
5,24,2009,600,26°C,0.0 mm,Clear
5,24,2009,900,29°C,0.0 mm,Clear
5,24,2009,1200,31°C,0.0 mm,Clear
5,24,2009,1500,30°C,0.4 mm,Patchy rain possible
5,24,2009,1800,27°C,0.0 mm,Clear
5,25,2009,600,27°C,0.0 mm,Clear
5,25,2009,900,30°C,0.0 mm,Clear
5,25,2009,1200,30°C,0.0 mm,Clear
5,25,2009,1500,30°C,0.3 mm,Patchy rain possible
5,25,2009,1800,27°C,0.0 mm,Clear
5,26,2009,600,27°C,0.0 mm,Clear
5,26,2009,900,30°C,0.0 mm,Clear
5,26,2009,1200,30°C,0.0 mm,Partly cloudy
5,26,2009,1500,30°C,0.9 mm,Moderate rain at times
5,26,2009,1800,27°C,0.0 mm,Clear
5,27,2009,600,27°C,0.0 mm,Clear
5,27,2009,900,29°C,0.0 mm,Clear
5,27,2009,1200,31°C,0.0 mm,Clear
5,27,2009,1500,30°C,3.7 mm,Moderate or heavy rain shower
5,27,2009,1800,26°C,0.7 mm,Moderate rain at times
5,28,2009,600,27°C,0.0 mm,Partly cloudy
5,28,2009,900,29°C,0.0 mm,Clear
5,28,2009,1200,30°C,0.0 mm,Clear
5,28,2009,1500,30°C,0.0 mm,Partly cloudy
5,28,2009,1800,26°C,0.0 mm,Partly cloudy
5,29,2009,600,27°C,0.0 mm,Clear
5,29,2009,900,29°C,0.0 mm,Partly cloudy
5,29,2009,1200,29°C,0.7 mm,Moderate rain at times
5,29,2009,1500,27°C,1.0 mm,Heavy rain at times
5,29,2009,1800,26°C,1.0 mm,Heavy rain at times
5,30,2009,600,26°C,0.7 mm,Moderate rain at times
5,30,2009,900,27°C,4.1 mm,Moderate or heavy rain shower
5,30,2009,1200,27°C,0.6 mm,Moderate rain at times
5,30,2009,1500,26°C,2.1 mm,Moderate or heavy rain shower
5,30,2009,1800,26°C,2.7 mm,Moderate or heavy rain shower
5,31,2009,600,26°C,0.6 mm,Moderate rain at times
5,31,2009,900,28°C,1.1 mm,Heavy rain at times
5,31,2009,1200,28°C,1.3 mm,Heavy rain at times
5,31,2009,1500,27°C,2.3 mm,Moderate or heavy rain shower
5,31,2009,1800,26°C,1.5 mm,Moderate or heavy rain shower
6,1,2009,600,26°C,0.5 mm,Moderate rain at times
6,1,2009,900,25°C,0.7 mm,Moderate rain at times
6,1,2009,1200,25°C,2.3 mm,Moderate or heavy rain shower
6,1,2009,1500,26°C,0.1 mm,Patchy rain possible
6,1,2009,1800,25°C,0.0 mm,Partly cloudy
6,2,2009,600,26°C,0.4 mm,Patchy rain possible
6,2,2009,900,28°C,0.3 mm,Patchy rain possible
6,2,2009,1200,28°C,0.4 mm,Patchy rain possible
6,2,2009,1500,27°C,1.6 mm,Moderate or heavy rain shower
6,2,2009,1800,26°C,2.0 mm,Moderate or heavy rain shower
6,3,2009,600,27°C,0.7 mm,Moderate rain at times
6,3,2009,900,29°C,0.8 mm,Moderate rain at times
6,3,2009,1200,29°C,0.6 mm,Moderate rain at times
6,3,2009,1500,27°C,1.0 mm,Heavy rain at times
6,3,2009,1800,26°C,0.4 mm,Patchy rain possible
6,4,2009,600,27°C,0.6 mm,Moderate rain at times
6,4,2009,900,29°C,0.9 mm,Moderate rain at times
6,4,2009,1200,29°C,0.2 mm,Patchy rain possible
6,4,2009,1500,28°C,0.4 mm,Patchy rain possible
6,4,2009,1800,25°C,0.6 mm,Moderate rain at times
6,5,2009,600,26°C,0.4 mm,Patchy rain possible
6,5,2009,900,27°C,0.8 mm,Moderate rain at times
6,5,2009,1200,27°C,0.6 mm,Moderate rain at times
6,5,2009,1500,26°C,0.8 mm,Moderate rain at times
6,5,2009,1800,25°C,0.9 mm,Moderate rain at times
6,6,2009,600,26°C,1.1 mm,Heavy rain at times
6,6,2009,900,27°C,0.2 mm,Patchy rain possible
6,6,2009,1200,27°C,2.3 mm,Moderate or heavy rain shower
6,6,2009,1500,26°C,2.1 mm,Moderate or heavy rain shower
6,6,2009,1800,25°C,0.4 mm,Patchy rain possible
6,7,2009,600,26°C,0.4 mm,Patchy rain possible
6,7,2009,900,29°C,0.3 mm,Patchy rain possible
6,7,2009,1200,29°C,1.7 mm,Moderate or heavy rain shower
6,7,2009,1500,28°C,1.1 mm,Heavy rain at times
6,7,2009,1800,25°C,0.9 mm,Moderate rain at times
6,8,2009,600,27°C,1.0 mm,Heavy rain at times
6,8,2009,900,26°C,1.4 mm,Heavy rain at times
6,8,2009,1200,26°C,6.3 mm,Moderate or heavy rain shower
6,8,2009,1500,25°C,4.3 mm,Moderate or heavy rain shower
6,8,2009,1800,25°C,7.6 mm,Moderate or heavy rain shower
6,9,2009,600,26°C,0.0 mm,Partly cloudy
6,9,2009,900,27°C,0.2 mm,Patchy rain possible
6,9,2009,1200,26°C,0.7 mm,Moderate rain at times
6,9,2009,1500,26°C,0.8 mm,Moderate rain at times
6,9,2009,1800,25°C,0.3 mm,Patchy rain possible
6,10,2009,600,26°C,0.0 mm,Clear
6,10,2009,900,29°C,0.0 mm,Clear
6,10,2009,1200,30°C,1.2 mm,Heavy rain at times
6,10,2009,1500,28°C,0.0 mm,Partly cloudy
6,10,2009,1800,26°C,0.0 mm,Clear
6,11,2009,600,27°C,0.0 mm,Partly cloudy
6,11,2009,900,30°C,0.0 mm,Partly cloudy
6,11,2009,1200,30°C,0.2 mm,Patchy rain possible
6,11,2009,1500,29°C,0.0 mm,Partly cloudy
6,11,2009,1800,26°C,0.0 mm,Partly cloudy
6,12,2009,600,27°C,0.4 mm,Patchy rain possible
6,12,2009,900,28°C,1.1 mm,Heavy rain at times
6,12,2009,1200,29°C,0.2 mm,Patchy rain possible
6,12,2009,1500,28°C,0.9 mm,Moderate rain at times
6,12,2009,1800,26°C,1.0 mm,Heavy rain at times
6,13,2009,600,27°C,0.3 mm,Patchy rain possible
6,13,2009,900,29°C,0.7 mm,Moderate rain at times
6,13,2009,1200,29°C,0.0 mm,Partly cloudy
6,13,2009,1500,29°C,0.2 mm,Patchy rain possible
6,13,2009,1800,26°C,0.3 mm,Patchy rain possible
6,14,2009,600,27°C,0.0 mm,Clear
6,14,2009,900,29°C,0.0 mm,Clear
6,14,2009,1200,29°C,1.1 mm,Heavy rain at times
6,14,2009,1500,29°C,0.0 mm,Clear
6,14,2009,1800,26°C,0.3 mm,Patchy rain possible
6,15,2009,600,26°C,0.0 mm,Partly cloudy
6,15,2009,900,28°C,1.5 mm,Heavy rain at times
6,15,2009,1200,28°C,1.9 mm,Moderate or heavy rain shower
6,15,2009,1500,29°C,0.2 mm,Patchy rain possible
6,15,2009,1800,25°C,0.2 mm,Patchy rain possible
6,16,2009,600,26°C,0.8 mm,Moderate rain at times
6,16,2009,900,27°C,0.9 mm,Moderate rain at times
6,16,2009,1200,26°C,0.8 mm,Moderate rain at times
6,16,2009,1500,26°C,1.5 mm,Moderate or heavy rain shower
6,16,2009,1800,25°C,1.2 mm,Heavy rain at times
6,17,2009,600,26°C,0.7 mm,Moderate rain at times
6,17,2009,900,28°C,0.9 mm,Moderate rain at times
6,17,2009,1200,28°C,1.3 mm,Heavy rain at times
6,17,2009,1500,26°C,0.6 mm,Moderate rain at times
6,17,2009,1800,25°C,0.9 mm,Moderate rain at times
6,18,2009,600,26°C,0.2 mm,Patchy rain possible
6,18,2009,900,28°C,0.0 mm,Cloudy
6,18,2009,1200,28°C,1.4 mm,Heavy rain at times
6,18,2009,1500,28°C,0.0 mm,Partly cloudy
6,18,2009,1800,26°C,0.0 mm,Partly cloudy
6,19,2009,600,26°C,0.0 mm,Clear
6,19,2009,900,29°C,0.0 mm,Partly cloudy
6,19,2009,1200,29°C,1.0 mm,Heavy rain at times
6,19,2009,1500,28°C,0.0 mm,Partly cloudy
6,19,2009,1800,27°C,0.2 mm,Patchy rain possible
6,20,2009,600,27°C,0.0 mm,Clear
6,20,2009,900,30°C,0.0 mm,Clear
6,20,2009,1200,29°C,0.0 mm,Partly cloudy
6,20,2009,1500,29°C,0.0 mm,Clear
6,20,2009,1800,26°C,0.0 mm,Clear
6,21,2009,600,27°C,0.0 mm,Partly cloudy
6,21,2009,900,30°C,0.0 mm,Partly cloudy
6,21,2009,1200,30°C,0.0 mm,Partly cloudy
6,21,2009,1500,30°C,0.0 mm,Clear
6,21,2009,1800,26°C,0.0 mm,Clear
6,22,2009,600,27°C,0.0 mm,Partly cloudy
6,22,2009,900,29°C,0.0 mm,Partly cloudy
6,22,2009,1200,30°C,0.0 mm,Clear
6,22,2009,1500,30°C,0.0 mm,Partly cloudy
6,22,2009,1800,27°C,0.0 mm,Clear
6,23,2009,600,27°C,0.0 mm,Partly cloudy
6,23,2009,900,29°C,0.0 mm,Partly cloudy
6,23,2009,1200,29°C,0.5 mm,Moderate rain at times
6,23,2009,1500,28°C,1.4 mm,Heavy rain at times
6,23,2009,1800,26°C,1.2 mm,Heavy rain at times
6,24,2009,600,25°C,3.2 mm,Moderate or heavy rain shower
6,24,2009,900,25°C,7.6 mm,Moderate or heavy rain shower
6,24,2009,1200,25°C,4.0 mm,Moderate or heavy rain shower
6,24,2009,1500,26°C,4.5 mm,Moderate or heavy rain shower
6,24,2009,1800,25°C,9.0 mm,Moderate or heavy rain shower
6,25,2009,600,26°C,1.2 mm,Heavy rain at times
6,25,2009,900,29°C,0.4 mm,Patchy rain possible
6,25,2009,1200,29°C,0.5 mm,Moderate rain at times
6,25,2009,1500,28°C,0.1 mm,Patchy rain possible
6,25,2009,1800,25°C,0.1 mm,Patchy rain possible
6,26,2009,600,25°C,0.0 mm,Cloudy
6,26,2009,900,29°C,0.0 mm,Partly cloudy
6,26,2009,1200,29°C,0.0 mm,Partly cloudy
6,26,2009,1500,30°C,0.1 mm,Patchy rain possible
6,26,2009,1800,27°C,0.0 mm,Partly cloudy
6,27,2009,600,27°C,0.0 mm,Clear
6,27,2009,900,29°C,0.0 mm,Clear
6,27,2009,1200,30°C,0.0 mm,Partly cloudy
6,27,2009,1500,29°C,1.0 mm,Heavy rain at times
6,27,2009,1800,26°C,2.1 mm,Moderate or heavy rain shower
6,28,2009,600,27°C,0.3 mm,Patchy rain possible
6,28,2009,900,29°C,0.0 mm,Partly cloudy
6,28,2009,1200,30°C,0.0 mm,Clear
6,28,2009,1500,31°C,0.0 mm,Clear
6,28,2009,1800,27°C,0.0 mm,Clear
6,29,2009,600,27°C,0.0 mm,Clear
6,29,2009,900,30°C,0.0 mm,Clear
6,29,2009,1200,31°C,0.0 mm,Clear
6,29,2009,1500,30°C,0.0 mm,Clear
6,29,2009,1800,27°C,0.0 mm,Clear
6,30,2009,600,26°C,0.0 mm,Partly cloudy
6,30,2009,900,27°C,0.0 mm,Partly cloudy
6,30,2009,1200,29°C,0.0 mm,Partly cloudy
6,30,2009,1500,28°C,0.0 mm,Partly cloudy
6,30,2009,1800,25°C,1.6 mm,Moderate or heavy rain shower
7,1,2009,600,27°C,0.0 mm,Clear
7,1,2009,900,29°C,0.1 mm,Patchy rain possible
7,1,2009,1200,31°C,0.0 mm,Clear
7,1,2009,1500,29°C,1.1 mm,Heavy rain at times
7,1,2009,1800,27°C,0.0 mm,Clear
7,2,2009,600,27°C,0.0 mm,Partly cloudy
7,2,2009,900,30°C,0.0 mm,Partly cloudy
7,2,2009,1200,30°C,0.0 mm,Partly cloudy
7,2,2009,1500,29°C,1.3 mm,Heavy rain at times
7,2,2009,1800,26°C,0.1 mm,Patchy rain possible
7,3,2009,600,27°C,0.0 mm,Partly cloudy
7,3,2009,900,29°C,0.0 mm,Clear
7,3,2009,1200,30°C,0.0 mm,Clear
7,3,2009,1500,29°C,0.1 mm,Patchy rain possible
7,3,2009,1800,26°C,0.2 mm,Patchy rain possible
7,4,2009,600,27°C,0.0 mm,Partly cloudy
7,4,2009,900,29°C,0.0 mm,Clear
7,4,2009,1200,30°C,0.0 mm,Clear
7,4,2009,1500,29°C,0.9 mm,Moderate rain at times
7,4,2009,1800,26°C,0.0 mm,Partly cloudy
7,5,2009,600,26°C,0.0 mm,Partly cloudy
7,5,2009,900,29°C,0.0 mm,Partly cloudy
7,5,2009,1200,30°C,0.1 mm,Patchy rain possible
7,5,2009,1500,29°C,5.3 mm,Moderate or heavy rain shower
7,5,2009,1800,26°C,0.2 mm,Patchy rain possible
7,6,2009,600,26°C,0.6 mm,Moderate rain at times
7,6,2009,900,29°C,0.0 mm,Partly cloudy
7,6,2009,1200,29°C,0.3 mm,Patchy rain possible
7,6,2009,1500,29°C,0.4 mm,Patchy rain possible
7,6,2009,1800,26°C,0.0 mm,Clear
7,7,2009,600,27°C,0.0 mm,Clear
7,7,2009,900,30°C,0.0 mm,Partly cloudy
7,7,2009,1200,29°C,0.0 mm,Partly cloudy
7,7,2009,1500,29°C,1.2 mm,Heavy rain at times
7,7,2009,1800,25°C,0.9 mm,Moderate rain at times
7,8,2009,600,27°C,0.0 mm,Partly cloudy
7,8,2009,900,30°C,0.0 mm,Clear
7,8,2009,1200,31°C,0.0 mm,Partly cloudy
7,8,2009,1500,30°C,0.0 mm,Clear
7,8,2009,1800,27°C,0.3 mm,Patchy rain possible
7,9,2009,600,28°C,0.0 mm,Partly cloudy
7,9,2009,900,29°C,0.1 mm,Patchy rain possible
7,9,2009,1200,29°C,0.6 mm,Moderate rain at times
7,9,2009,1500,27°C,0.5 mm,Moderate rain at times
7,9,2009,1800,26°C,1.2 mm,Heavy rain at times
7,10,2009,600,27°C,0.1 mm,Patchy rain possible
7,10,2009,900,28°C,0.3 mm,Patchy rain possible
7,10,2009,1200,27°C,1.4 mm,Heavy rain at times
7,10,2009,1500,26°C,1.9 mm,Moderate or heavy rain shower
7,10,2009,1800,25°C,1.7 mm,Moderate or heavy rain shower
7,11,2009,600,27°C,0.9 mm,Moderate rain at times
7,11,2009,900,28°C,0.2 mm,Patchy rain possible
7,11,2009,1200,28°C,1.2 mm,Heavy rain at times
7,11,2009,1500,26°C,1.7 mm,Moderate or heavy rain shower
7,11,2009,1800,25°C,1.6 mm,Moderate or heavy rain shower
7,12,2009,600,26°C,1.3 mm,Heavy rain at times
7,12,2009,900,28°C,0.4 mm,Patchy rain possible
7,12,2009,1200,29°C,0.3 mm,Patchy rain possible
7,12,2009,1500,29°C,1.0 mm,Heavy rain at times
7,12,2009,1800,26°C,0.5 mm,Moderate rain at times
7,13,2009,600,27°C,1.6 mm,Moderate or heavy rain shower
7,13,2009,900,27°C,1.8 mm,Moderate or heavy rain shower
7,13,2009,1200,27°C,3.2 mm,Moderate or heavy rain shower
7,13,2009,1500,27°C,2.1 mm,Moderate or heavy rain shower
7,13,2009,1800,26°C,3.2 mm,Moderate or heavy rain shower
7,14,2009,600,26°C,0.3 mm,Patchy rain possible
7,14,2009,900,29°C,0.3 mm,Patchy rain possible
7,14,2009,1200,29°C,0.0 mm,Partly cloudy
7,14,2009,1500,28°C,1.1 mm,Heavy rain at times
7,14,2009,1800,26°C,0.1 mm,Patchy rain possible
7,15,2009,600,26°C,0.3 mm,Patchy rain possible
7,15,2009,900,28°C,1.1 mm,Heavy rain at times
7,15,2009,1200,29°C,1.3 mm,Heavy rain at times
7,15,2009,1500,28°C,0.5 mm,Moderate rain at times
7,15,2009,1800,26°C,0.0 mm,Cloudy
7,16,2009,600,27°C,1.2 mm,Heavy rain at times
7,16,2009,900,28°C,1.8 mm,Moderate or heavy rain shower
7,16,2009,1200,28°C,3.4 mm,Moderate or heavy rain shower
7,16,2009,1500,26°C,2.6 mm,Moderate or heavy rain shower
7,16,2009,1800,25°C,2.5 mm,Moderate or heavy rain shower
7,17,2009,600,25°C,3.8 mm,Moderate or heavy rain shower
7,17,2009,900,25°C,3.1 mm,Moderate or heavy rain shower
7,17,2009,1200,26°C,1.8 mm,Moderate or heavy rain shower
7,17,2009,1500,25°C,1.9 mm,Moderate or heavy rain shower
7,17,2009,1800,25°C,1.6 mm,Moderate or heavy rain shower
7,18,2009,600,26°C,0.1 mm,Patchy rain possible
7,18,2009,900,28°C,0.5 mm,Moderate rain at times
7,18,2009,1200,29°C,0.6 mm,Moderate rain at times
7,18,2009,1500,27°C,1.3 mm,Heavy rain at times
7,18,2009,1800,26°C,1.2 mm,Heavy rain at times
7,19,2009,600,26°C,0.0 mm,Cloudy
7,19,2009,900,29°C,0.0 mm,Clear
7,19,2009,1200,29°C,0.0 mm,Partly cloudy
7,19,2009,1500,29°C,0.0 mm,Partly cloudy
7,19,2009,1800,25°C,0.0 mm,Partly cloudy
7,20,2009,600,27°C,0.0 mm,Clear
7,20,2009,900,29°C,0.0 mm,Partly cloudy
7,20,2009,1200,29°C,0.0 mm,Cloudy
7,20,2009,1500,28°C,2.6 mm,Moderate or heavy rain shower
7,20,2009,1800,25°C,1.1 mm,Heavy rain at times
7,21,2009,600,25°C,0.0 mm,Partly cloudy
